WKT,ID,目撃痕跡種別,出没年,出没日,時刻,市町名,場所,備考,頭数,集落,集落コード,500mメッシュコード,緯度,経度,河川からの出没
POINT (136.3670875 36.2555147),259,目撃,R6,R6.9.28,20時50分頃,加賀市,山中温泉塚谷町二丁目地内,山中温泉塚谷町二丁目地内でクマ１頭を目撃,1頭,塚谷,1.72E+09,5.44E+08,36.2555147,136.3670875,1
POINT (136.7056031 36.5296839),260,目撃,R6,R6.9.28,21時00分,金沢市,太陽が丘,クマを目撃,-,田上本,1.72E+09,5.44E+08,36.5296839,136.7056031,1
POINT (136.3228209 36.2821382),268,目撃,R6,R6.10.2,13時50分頃,加賀市,直下町地内,直下町地内でクマ１頭を目撃,1頭,直下,1.72E+09,5.44E+08,36.2821382,136.3228209,1
POINT (136.6242911 36.1841044),275,目撃,R6,R6.10.4,11時30分頃,白山市,桑島地内,桑島地内（下村大橋付近）でクマ1頭の目撃。,1頭,白峰,1.72E+09,5.44E+08,36.1841044,136.6242911,1
POINT (136.6115703 36.3871617),276,目撃,R6,R6.10.4,17時30分頃,白山市,河内町江津地内,河内町江津地内（江津橋付近）でクマ3頭目撃,3頭,江津,1.72E+09,5.44E+08,36.3871617,136.6115703,1
POINT (136.3036627 36.2980959),277,目撃,R6,R6.10.4,17時10分頃,加賀市,熊坂町地内,大聖寺実業高校付近でクマ1頭を目撃,1頭,熊坂,1.72E+09,5.44E+08,36.2980959,136.3036627,1
POINT (136.3635922 36.300267),281,目撃,R6,R6.10.5,5時30分頃,加賀市,山代温泉20区地内,山代温泉20区地内でクマ1頭を目撃,1頭,山代新,1.72E+09,5.44E+08,36.300267,136.3635922,1
POINT (136.6124534 36.3862521),282,目撃,R6,R6.10.5,8時00分頃,白山市,河内町江津地内,河内町江津地内（江津トンネル付近）でクマ1頭目撃,1頭,江津,1.72E+09,5.44E+08,36.3862521,136.6124534,1
POINT (136.548281 36.411396),283,目撃,R6,R6.10.5,17時20分頃,能美市,仏大寺町地内,無患子トンネルから南に県道を100メートルの箇所で、県道を北から南へ横断するクマ１頭の目撃,1頭,仏大寺,1.72E+09,5.44E+08,36.411396,136.548281,1
POINT (136.420515 36.341409),284,目撃,R6,R6.10.6,0時12分,小松市,矢田野町,国道305号を海側へ横断,1頭,矢田野町,1.72E+09,5.44E+08,36.341409,136.420515,1
POINT (136.6151858 36.3772056),286,目撃,R6,R6.10.6,7時00分頃,白山市,河内町吉岡地内,河内町吉岡地内（八幡神社付近の国道）でクマ1頭目撃,1頭,吉岡,1.72E+09,5.44E+08,36.3772056,136.6151858,1
POINT (136.71048 36.502666),287,目撃,R6,R6.10.6,9時10分,金沢市,上辰巳町,クマを目撃,-,上辰己,1.72E+09,5.44E+08,36.502666,136.71048,1
POINT (136.3984159 36.3048541),288,目撃,R6,R6.10.6,10時00分頃,加賀市,尾中町地内,尾中町地内でクマ1頭を目撃,1頭,宇谷,1.72E+09,5.44E+08,36.3048541,136.3984159,1
POINT (136.6093499 36.3750278),291,目撃,R6,R6.10.6,16時30分頃,白山市,河内町吉岡地内,河内町吉岡地内（雲龍橋付近）でクマ1頭目撃,1頭,吉岡,1.72E+09,5.44E+08,36.3750278,136.6093499,1
POINT (136.6937785 36.5050899),294,目撃,R6,R6.10.7,12時00分,金沢市,中戸町,クマを目撃,-,天池,1.72E+09,5.44E+08,36.5050899,136.6937785,1
POINT (136.3984159 36.3048541),295,目撃,R6,R6.10.7,17時00分頃,加賀市,宇谷町地内,宇谷町地内の田んぼでクマ1頭を目撃,1頭,宇谷,1.72E+09,5.44E+08,36.3048541,136.3984159,1
POINT (136.354653 36.2741434),297,目撃,R6,R6.10.7,21時20分頃,加賀市,山中温泉中田町地内,山中温泉中田町地内でクマ1頭を目撃,1頭,中田,1.72E+09,5.44E+08,36.2741434,136.354653,1
POINT (136.6503693 36.2858901),300,目撃,R6,R6.10.8,12時00分頃,白山市,瀬戸地内,瀬戸地内（瀬女トンネル付近）で子グマ1頭の目撃,1頭,瀬戸,1.72E+09,5.44E+08,36.2858901,136.6503693,1
POINT (136.6780858 36.5304943),302,目撃,R6,R6.10.9,2時00分,金沢市,つつじが丘,クマを目撃,-,野田町,1.72E+09,5.44E+08,36.5304943,136.6780858,1
POINT (136.359065 36.2998672),305,目撃,R6,R6.10.10,1時10分頃,加賀市,山代温泉北部3丁目地内,山代北口交差点付近でクマ1頭を目撃,1頭,山代温泉,1.72E+09,5.44E+08,36.2998672,136.359065,1
POINT (136.3586393 36.2954791),306,目撃,R6,R6.10.10,7時20分頃,加賀市,山代温泉北部2丁目地内,民家の庭にクマが出没。(猟友会により駆除),1頭,山代温泉,1.72E+09,5.44E+08,36.2954791,136.3586393,1
POINT (136.7317229 36.5500588),307,目撃,R6,R6.10.10,16時10分,金沢市,清水町,クマを目撃,-,戸室新保,1.72E+09,5.44E+08,36.5500588,136.7317229,1
POINT (136.421602 36.298899),309,目撃,R6,R6.10.10,21時10分,小松市,滝ヶ原町,住宅の裏に親子熊を目撃,2頭,滝ケ原町,1.72E+09,5.44E+08,36.298899,136.421602,1
POINT (136.677973 36.53268),311,目撃,R6,R6.10.10,23時50分,金沢市,大桑町,クマを目撃,-,大桑,1.72E+09,5.44E+08,36.53268,136.677973,1
POINT (136.3718282 36.2907208),312,目撃,R6,R6.10.11,5時30分頃,加賀市,山代温泉桜町1丁目地内,山代温泉桜町1丁目地内でクマ1頭を目撃,1頭,尾俣,1.72E+09,5.44E+08,36.2907208,136.3718282,1
POINT (136.631012 36.344339),315,目撃,R6,R6.10.11,17時35分頃,白山市,吉野、下吉谷町地内,吉野・下吉谷町の間（不老橋）でクマ１頭の目撃,1頭,下吉谷,1.72E+09,5.44E+08,36.344339,136.631012,1
POINT (136.3561032 36.2703178),317,目撃,R6,R6.10.11,20時40分頃,加賀市,山中温泉中田町地内,幼獣1頭を目撃,1頭,中田,1.72E+09,5.44E+08,36.2703178,136.3561032,1
POINT (136.45051 36.331158),318,目撃,R6,R6.10.12,12時00分,小松市,白山田町,ゴミ集積場で目撃、西原町方面（南西）へ移動,1頭,井口町,1.72E+09,5.44E+08,36.331158,136.45051,1
POINT (136.822425 36.896964),320,目撃,R6,R6.10.12,20時間33分頃,羽咋市,羽咋市飯山町地内,羽咋市飯山町地内（邑知タクシー付近）でクマ１頭を目撃,1頭,宇土野,1.72E+09,5.54E+08,36.896964,136.822425,1
POINT (136.726971 36.723955),323,目撃,R6,R6.10.15,6時00分頃,かほく市,気屋地内,河北縦断道路うのけ総合公園前交差点付近の田畑で、道路を横断し北へ向かうクマ1頭を目撃,1頭,気屋,1.72E+09,5.54E+08,36.723955,136.726971,1
POINT (136.3201503 36.2826133),328,目撃,R6,R6.10.16,8時25分頃,加賀市,曽宇町地内,クマ1頭を目撃,1頭,曽宇,1.72E+09,5.44E+08,36.2826133,136.3201503,1
POINT (136.7039113 36.539703),330,目撃,R6,R6.10.16,20時00分,金沢市,田上町地内,クマを目撃,-,田上,1.72E+09,5.44E+08,36.539703,136.7039113,1
POINT (136.6183394 36.3993658),331,目撃,R6,R6.10.17,16時45分頃,白山市,河合町地内,河合町地内(県道44号線服部バス停付近)でクマ1頭の目撃。,1頭,河合,1.72E+09,5.44E+08,36.3993658,136.6183394,1
POINT (136.8294922 36.8946081),333,目撃,R6,R6.10.17,１９時50分頃,羽咋市,羽咋市白瀬町地内,羽咋市白瀬町地内（宇土野橋付近）でクマ１頭を目撃,1頭,白瀬,1.72E+09,5.54E+08,36.8946081,136.8294922,1
POINT (136.3236162 36.2984942),334,目撃,R6,R6.10.17,20時00分頃,加賀市,南郷町地内,竹村動物病院付近でクマ1頭を目撃,1頭,南郷,1.72E+09,5.44E+08,36.2984942,136.3236162,1
POINT (136.723662 36.761553),335,目撃,R6,R6.10.17,20時15分頃,かほく市,高松地内,かほく市高松マ番地（南新町）の住宅地付近の畑で北東へ向かうクマ1頭を目撃,1頭,南新町,1.72E+09,5.54E+08,36.761553,136.723662,1
POINT (136.2991389 36.2962929),336,目撃,R6,R6.10.17,21時10分頃,加賀市,熊坂町地内,パナソニックインダストリー�兜t近で親子のクマを目撃。,2頭,熊坂,1.72E+09,5.44E+08,36.2962929,136.2991389,1
POINT (136.430935 36.322376),343,目撃,R6,R6.10.19,7時25分,小松市,上荒屋町,県道を横断して那谷方面へ移動,1頭,上荒屋町,1.72E+09,5.44E+08,36.322376,136.430935,1
POINT (136.5351163 36.5296389),345,目撃,R6,R6.10.19,20時00分頃,白山市,千代野西七丁目地内,千代野西七丁目地内（県道185号線近く用水付近）で子グマ1頭の目撃。,1頭,徳光,1.72E+09,5.44E+08,36.5296389,136.5351163,1
POINT (136.5407361 36.5188533),346,目撃,R6,R6.10.20,16時30分頃,白山市,千代野南一丁目地内,千代野南一丁目地内（県道104号線近く用水付近）で子グマ1頭の目撃。,1頭,北安田,1.72E+09,5.44E+08,36.5188533,136.5407361,1
POINT (136.6312852 36.4208691),347,目撃,R6,R6.10.20,19時35分頃,白山市,白山町地内,白山町地内(国道157号線上南白山町1号公園付近）でクマ1頭目撃。,1頭,白山町,1.72E+09,5.44E+08,36.4208691,136.6312852,1
POINT (136.446545 36.32817),348,目撃,R6,R6.10.21,14時00分,小松市,粟津町,旅館駐車場から西側の山へ移動,1頭,粟津町,1.72E+09,5.44E+08,36.32817,136.446545,1
POINT (136.5559413 36.4676112),349,目撃,R6,R6.10.21,22時00分頃,川北町,山田先出地内,鶴来方面から美川方面へ運転している際に、道路を横断し手取川方面へ移動するクマを目撃したと通報があった。,1頭,上先出,1.73E+09,5.44E+08,36.4676112,136.5559413,1
POINT (136.5402104 36.5205089),350,目撃,R6,R6.10.21,22時35分頃,白山市,千代野東二丁目地内,千代野東二丁目地内（伊丹産業千代野営業所付近）で子グマらしき黒い物体を目撃。,1頭,北安田,1.72E+09,5.44E+08,36.5205089,136.5402104,1
POINT (136.455187 36.396161),351,目撃,R6,R6.10.22,4時50分,小松市,幸町,国道305号を山側へ横断,1頭,土居原町,1.72E+09,5.44E+08,36.396161,136.455187,1
POINT (136.629667 36.436722),353,目撃,R6,R6.10.22,15時20分頃,能美市,和佐谷町地内,道の駅しらやまさん前の国道を山林方面へ向かう体長1mほどのクマ1頭の目撃,1頭,和佐谷,1.72E+09,5.44E+08,36.436722,136.629667,1
POINT (136.919802 36.965025),354,目撃,R6,R6.10.22,15時30分頃,中能登町,中能登町芹川地内,中能登町芹川地内鹿島小学校付近で体長80ほどのクマらしき動物１頭を目撃,1頭,芹川,1.74E+09,5.54E+08,36.965025,136.919802,1
POINT (136.457193 36.379503),357,目撃,R6,R6.10.22,17時15分,小松市,南浅井町,市道山代橋川線で目撃,1頭,蓮代寺町,1.72E+09,5.44E+08,36.379503,136.457193,1
POINT (136.506261 36.39983),358,目撃,R6,R6.10.22,18時20分,小松市,軽海町,加賀産業道路を東から西へ横断,1頭,軽海町,1.72E+09,5.44E+08,36.39983,136.506261,1
POINT (136.5431511 36.5191249),359,目撃,R6,R6.10.22,21時00分頃,白山市,千代野東二丁目地内,千代野東二丁目地内（給水施設敷地内）でクマらしき動物を目撃。,1頭,北安田,1.72E+09,5.44E+08,36.5191249,136.5431511,1
POINT (136.456179 36.387368),360,目撃,R6,R6.10.23,17時49分,小松市,扇町,石橋川沿いを移動,1頭,北浅井町,1.72E+09,5.44E+08,36.387368,136.456179,1
POINT (136.5061559 36.4338296),362,目撃,R6,R6.10.24,4時15分頃,能美市,末信町地内,末信交差点付近で、湯谷方面へ移動する体長1mほどのクマ1頭の目撃,1頭,石子,1.72E+09,5.44E+08,36.4338296,136.5061559,1
POINT (136.3185282 36.3138228),367,目撃,R6,R6.10.25,1時50分頃,加賀市,大聖寺岡町地内,大聖寺岡町地内でクマ1頭を目撃,1頭,岡,1.72E+09,5.44E+08,36.3138228,136.3185282,1
POINT (136.397543 36.351154),369,目撃,R6,R6.10.25,6時00分,小松市,月津町,市道沿いを西側へ移動,1頭,月津町,1.72E+09,5.44E+08,36.351154,136.397543,1
POINT (136.6581588 36.3184415),373,目撃,R6,R6.10.26,17時10分頃,白山市,瀬波地内,瀬波地内（瀬波カフェ付近）でクマ1頭の目撃。,1頭,瀬波,1.72E+09,5.44E+08,36.3184415,136.6581588,1
POINT (136.5870722 36.4646915),376,目撃,R6,R6.10.30,23時00分頃,川北町,中島地内,ランニング中の方がクマ1頭を目撃した。,1頭,中島,1.73E+09,5.44E+08,36.4646915,136.5870722,1
POINT (136.744988 36.7993959),377,目撃,R6,R6.10.31,18時50分頃,宝達志水町,北川尻地内,北川尻レ３１付近,1頭,北川尻,1.74E+09,5.54E+08,36.7993959,136.744988,1
POINT (136.6479703 36.3169473),378,目撃,R6,R6.11.1,8時00分頃,白山市,市原地内,市原地内（籾乾燥場付近）でクマ１頭の目撃,1頭,市原,1.72E+09,5.44E+08,36.3169473,136.6479703,1
POINT (136.42328 36.31316),379,目撃,R6,R6.11.2,22時30分,小松市,那谷町,那谷保育所付近の交差点を横断,1頭,那谷町,1.72E+09,5.44E+08,36.31316,136.42328,1
POINT (136.3672203 36.3305682),380,目撃,R6,R6.11.4,22時15分頃,加賀市,冨塚町地内,北陸電力送配電�兜ﾐ山津変電所付近でクマ1頭を目撃,1頭,冨塚,1.72E+09,5.44E+08,36.3305682,136.3672203,1
POINT (136.397391 36.351829),382,目撃,R6,R6.11.5,18時50分,小松市,月津町,県道を横断,1頭,月津町,1.72E+09,5.44E+08,36.351829,136.397391,1
POINT (136.3722554 36.2523934),383,目撃,R6,R6.11.5,20時00分頃,加賀市,山中温泉上野町地内,山中温泉上野町地内でクマ1頭を目撃,1頭,山中町,1.72E+09,5.44E+08,36.2523934,136.3722554,1
POINT (136.6329699 36.4041335),384,目撃,R6,R6.11.6,6時50分頃,白山市,河内町口直海地内,河内町口直海地内（口直海バス停付近）でクマ1頭の目撃,1頭,口直海,1.72E+09,5.44E+08,36.4041335,136.6329699,1
POINT (136.6329699 36.4041335),386,目撃,R6,R6.11.6,8時00分頃,白山市,河内町口直海地内,河内町口直海地内（口直海バス停付近）でクマ1頭の目撃,1頭,口直海,1.72E+09,5.44E+08,36.4041335,136.6329699,1
POINT (136.6591736 36.3180233),387,目撃,R6,R6.11.6,17時00分頃,白山市,瀬波地内,瀬波地内（瀬波カフェ付近）でクマ１頭の目撃,1頭,瀬波,1.72E+09,5.44E+08,36.3180233,136.6591736,1
POINT (136.6287157 36.4506214),388,目撃,R6,R6.11.7,21時30分頃,白山市,鶴来日詰町地内,鶴来日詰町地内（金劔宮付近）でクマ１頭の目撃,1頭,知守町,1.72E+09,5.44E+08,36.4506214,136.6287157,1
POINT (136.6425753 36.319812),389,目撃,R6,R6.11.9,6時00分頃,白山市,三ツ屋野町地内,三ツ屋野町地内（�竃x建設付近）でクマ１頭の目撃,1頭,三ツ屋野,1.72E+09,5.44E+08,36.319812,136.6425753,1
POINT (136.4772454 36.4020315),390,目撃,R6,R6.11.10,9時30分,小松市,白江町,住宅街に居座り,1頭,白江町,1.72E+09,5.44E+08,36.4020315,136.4772454,1
POINT (136.6224993 36.4501435),391,目撃,R6,R6.11.11,6時10分頃,白山市,鶴来大国町地内,鶴来大国町地内（服部公園付近）でクマ１頭の目撃,1頭,大国町,1.72E+09,5.44E+08,36.4501435,136.6224993,1
POINT (136.6323311 36.4010169),394,目撃,R6,R6.11.11,16時20分頃,白山市,河内町口直海地内,河内町口直海地内（河内小学校付近）でクマ１頭の目撃,1頭,口直海,1.72E+09,5.44E+08,36.4010169,136.6323311,1
POINT (136.6104282 36.387369),397,目撃,R6,R6.11.12,16時00分頃,白山市,河合町地内,河合町地内（江津橋付近）でクマ1頭の目撃。,1頭,河合,1.72E+09,5.44E+08,36.387369,136.6104282,1
POINT (136.6287268 36.4141479),399,目撃,R6,R6.11.13,18時20分頃,白山市,広瀬町地内,広瀬町地内（県道44号線）でクマ1頭の目撃。,1頭,広瀬,1.72E+09,5.44E+08,36.4141479,136.6287268,1
POINT (136.622694 36.448361),401,目撃,R6,R6.11.16,10時10分頃,白山市,鶴来水戸町地内,鶴来水戸町地内の畑でクマ１頭の目撃,1頭,大国町,1.72E+09,5.44E+08,36.448361,136.622694,1
POINT (136.637417 36.437056),403,目撃,R6,R6.11.17,8時00分頃,白山市,八幡町地内,八幡町地内（比�盗_社付近）でクマ１頭の目撃,1頭,八幡町,1.72E+09,5.44E+08,36.437056,136.637417,1
POINT (136.3020647 36.3127889),404,目撃,R6,R6.11.19,17時00分頃,加賀市,大聖寺下福田町地内,大聖寺下福田町地内でクマ1頭を目撃,1頭,下福田,1.72E+09,5.44E+08,36.3127889,136.3020647,1
POINT (136.640989 36.307651),405,目撃,R6,R6.11.20,7時30分頃,白山市,河原山町地内,河原山町地内（手取川沿い）でクマ１頭の目撃,1頭,河原山,1.72E+09,5.44E+08,36.307651,136.640989,1
POINT (136.624492 36.396224),406,目撃,R6,R6.11.20,14時10分頃,白山市,河内町福岡地内,河内町福岡地内（集落内イチョウの木）でクマ１頭の目撃,1頭,福岡,1.72E+09,5.44E+08,36.396224,136.624492,1
POINT (136.631012 36.344339),407,目撃,R6,R6.11.21,10時30分頃,白山市,吉野、下吉谷町地内,吉野、下吉谷町の間（不老橋付近）でクマ1頭の目撃,1頭,下吉谷,1.72E+09,5.44E+08,36.344339,136.631012,1
POINT (136.6353054 36.4292389),408,目撃,R6,R6.11.22,17時00分頃,白山市,白山町地内,白山町地内（JA大神支店付近）でクマ１頭目撃,1頭,白山町,1.72E+09,5.44E+08,36.4292389,136.6353054,1
POINT (136.624492 36.396224),409,目撃,R6,R6.11.23,7時00分頃,白山市,河内町福岡地内,河内町福岡地内（集落内イチョウの木）でクマ１頭の目撃,1頭,福岡,1.72E+09,5.44E+08,36.396224,136.624492,1
POINT (136.6892783 36.5121428),410,目撃,R6,R6.11.28,16時05分,金沢市,天池町地内,クマを目撃,-,中戸,1.72E+09,5.44E+08,36.5121428,136.6892783,1
POINT (136.3673088 36.2931945),412,目撃,R6,R6.11.29,16時00分頃,加賀市,山代温泉地内,市営山代住宅B棟付近でクマ1頭を目撃,1頭,山代温泉,1.72E+09,5.44E+08,36.2931945,136.3673088,1
POINT (136.7086402 36.5194482),413,目撃,R6,R6.12.1,6時50分,金沢市,袋板屋町地内,クマを目撃,-,浅川,1.72E+09,5.44E+08,36.5194482,136.7086402,1
POINT (136.3563342 36.2704501),414,目撃,R6,R6.12.1,7時35分頃,加賀市,山中温泉中田町,河南小学校付近でクマ1頭を目撃,1頭,中田,1.72E+09,5.44E+08,36.2704501,136.3563342,1
POINT (136.6028154 36.3575901),421,痕跡,R6,R6.1.12,,白山市,別宮町地内（集落内）,足跡,,別宮,1.72E+09,5.44E+08,36.3575901,136.6028154,1
POINT (136.3167028 36.2993735),423,痕跡,R6,R6.5.15,,加賀市,細坪町地内,大同工業�鰍ﾌ敷地内にクマの糞あり。,,細坪,1.72E+09,5.44E+08,36.2993735,136.3167028,1
POINT (136.3948919 36.2692285),426,痕跡,R6,R6.5.27,,加賀市,塔尾町地内,住宅横の小屋のトタンが壊され、保管してあった米の袋も破られ、荒らされた形跡あり。トタンや板が刺さったと思われる血痕もあり。,,塔尾,1.72E+09,5.44E+08,36.2692285,136.3948919,1
POINT (136.2973257 36.3109184),428,痕跡,R6,R6.5.30,,加賀市,大聖寺下福田町地内,畑にクマの足跡あり。,,下福田,1.72E+09,5.44E+08,36.3109184,136.2973257,1
POINT (136.4076805 36.3300971),431,痕跡,R6,R6.6.10,,加賀市,箱宮町地内,住宅裏の畑にクマの足跡あり。,,箱宮,1.72E+09,5.44E+08,36.3300971,136.4076805,1
POINT (136.7318236 36.5694557),432,痕跡,R6,R6.6.14,,金沢市,釣部町地内,糞を確認,,釣部町,1.72E+09,5.44E+08,36.5694557,136.7318236,1
POINT (136.346441 36.3204021),434,痕跡,R6,R6.7.2,,加賀市,小菅波町地内,子安神社の建物にクマの引っ?いた跡や、建物の木材がはがされ、荒らされた形跡があり。,,小菅波,1.72E+09,5.44E+08,36.3204021,136.346441,1
POINT (136.4211107 36.2528757),437,痕跡,R6,R6.8.29,,加賀市,山中温泉荒谷町地内,石川県内水面水産センター敷地内で、飼育している魚のエサが散乱した形跡があり、エサの容器ごとなくなっていた。,,荒谷,1.72E+09,5.44E+08,36.2528757,136.4211107,1
POINT (136.4262786 36.2515618),438,痕跡,R6,R6.9.9,,加賀市,山中温泉荒谷町地内,住宅横の栗の木にクマが上った形跡あり。,,荒谷,1.72E+09,5.44E+08,36.2515618,136.4262786,1
POINT (136.729458 36.745725),440,痕跡,R6,R6.10.6,,かほく市,笠島地内,笠島公民館近くの山際の畑でクマ１頭の足跡を確認,,笠島,1.72E+09,5.54E+08,36.745725,136.729458,1
POINT (136.391423 36.2842191),441,痕跡,R6,R6.10.9,,加賀市,水田丸町地内,東谷口地区会館敷地内にクマの糞あり。,,水田丸,1.72E+09,5.44E+08,36.2842191,136.391423,1
POINT (136.3526353 36.3517033),444,痕跡,R6,R6.10.14,,加賀市,篠原町地内,片山津中学校近くの水田にクマの糞あり。,,篠原,1.72E+09,5.44E+08,36.3517033,136.3526353,1
POINT (136.5247295 36.4687416),446,痕跡,R6,R6.10.15,,川北町,舟場島地内,子熊の糞を確認,,舟場島,1.73E+09,5.44E+08,36.4687416,136.5247295,1
POINT (136.6287222 36.5082276),449,痕跡,R6,R6.10.21,,金沢市,額谷町地内,柿の木の被害,,額谷町,1.72E+09,5.44E+08,36.5082276,136.6287222,1
POINT (136.6309908 36.3451964),451,痕跡,R6,R6.10.29,,白山市,吉野地内,吉野地内（中山理容店付近）で柿の木にクマの爪痕と足跡の痕跡を目撃。,,上吉野,1.72E+09,5.44E+08,36.3451964,136.6309908,1
POINT (136.6810846 36.5917527),452,痕跡,R6,R6.10.29,,金沢市,小坂町地内,痕跡あり,,小坂町,1.72E+09,5.44E+08,36.5917527,136.6810846,1
POINT (136.6828578 36.5944519),457,痕跡,R6,R6.11.13,,金沢市,小坂町地内,痕跡あり,,小坂町,1.72E+09,5.44E+08,36.5944519,136.6828578,1
